DATE,THREEFF7
2023-11-07,4.6749
2023-11-08,4.6112
2023-11-09,4.6917
2023-11-10,4.6910
2023-11-13,4.6925
2023-11-14,4.5217
2023-11-15,4.5518
2023-11-16,4.4989
2023-11-17,4.4715
2023-11-20,4.4374
2023-11-21,4.4135
2023-11-22,4.4092
2023-11-23,.
2023-11-24,4.4703
2023-11-27,4.4034
2023-11-28,4.3533
2023-11-29,4.3064
2023-11-30,4.3798
2023-12-01,4.2954
2023-12-04,4.3406
2023-12-05,4.2759
2023-12-06,4.2099
2023-12-07,4.1951
2023-12-08,4.2582
2023-12-11,4.2683
2023-12-12,4.2312
2023-12-13,4.0977
2023-12-14,3.9931
2023-12-15,3.9614
2023-12-18,3.9804
2023-12-19,3.9807
2023-12-20,3.9308
2023-12-21,3.9489
2023-12-22,3.9726
2023-12-25,.
2023-12-26,3.9870
2023-12-27,3.9039
2023-12-28,3.9193
2023-12-29,3.9589
2024-01-01,.
2024-01-02,4.0266
2024-01-03,4.0186
2024-01-04,4.0787
2024-01-05,4.1425
2024-01-08,4.1325
2024-01-09,4.1378
2024-01-10,4.1573
2024-01-11,4.1275
2024-01-12,4.1173
2024-01-15,.
2024-01-16,4.2296
2024-01-17,4.2966
2024-01-18,4.3378
2024-01-19,4.3576
2024-01-22,4.3153
2024-01-23,4.3323
2024-01-24,4.3686
2024-01-25,4.3473
2024-01-26,4.3632
2024-01-29,4.3000
2024-01-30,4.2788
2024-01-31,4.2013
2024-02-01,4.0800
2024-02-02,4.1807
2024-02-05,4.2962
2024-02-06,4.2549
2024-02-07,4.2569
2024-02-08,4.3121
2024-02-09,4.3373
2024-02-12,4.3346
2024-02-13,4.4408
2024-02-14,4.4207
2024-02-15,4.3915
2024-02-16,4.4209
2024-02-19,.
2024-02-20,4.4035
2024-02-21,4.4370
2024-02-22,4.4450
2024-02-23,4.3793
2024-02-26,4.3646
2024-02-27,4.3690
2024-02-28,4.3359
2024-02-29,4.3127
2024-03-01,4.2558
2024-03-04,4.2714
2024-03-05,4.2026
2024-03-06,4.1538
2024-03-07,4.1168
2024-03-08,4.1066
2024-03-11,4.1095
2024-03-12,4.1549
2024-03-13,4.1836
2024-03-14,4.2717
2024-03-15,4.3050
2024-03-18,4.3323
2024-03-19,4.3087
2024-03-20,4.2908
2024-03-21,4.2963
2024-03-22,4.2537
2024-03-25,4.2709
2024-03-26,4.2632
2024-03-27,4.2251
2024-03-28,4.2118
2024-03-29,.
2024-04-01,4.2936
2024-04-02,4.3397
2024-04-03,4.3539
2024-04-04,4.3312
2024-04-05,4.3828
2024-04-08,4.4143
2024-04-09,4.3729
2024-04-10,4.5008
2024-04-11,4.5177
2024-04-12,4.4737
2024-04-15,4.5556
2024-04-16,4.6144
